"","Year","Season","n","mean_Prop_Diff","sd_Prop_Diff","mean_Perc_Diff","sd_Perc_Diff"
"61","2015","Spring",4,-0.000500517975453066,0.000704969861530768,-0.0500517975453066,0.0704969861530768
"62","2015","Summer",7,-0.000228355083297207,0.000174225747527364,-0.0228355083297207,0.0174225747527364
"63","2015","Winter",3,0.000145086617752673,8.9927690331588e-05,0.0145086617752673,0.0089927690331588
"64","2016","Fall",6,-0.000363578594041111,0.000499773389593979,-0.0363578594041111,0.0499773389593979
"65","2016","Spring",4,-0.000271335156342696,0.000242477894978343,-0.0271335156342696,0.0242477894978343
"66","2016","Summer",3,-0.00109607308229963,0.000697343092257292,-0.109607308229963,0.0697343092257292
"67","2016","Winter",1,-0.000110098092157365,NA,-0.0110098092157365,NA
"68","2017","Fall",5,-0.000174143535602868,0.000183462790409181,-0.0174143535602868,0.0183462790409181
"69","2017","Spring",6,-0.000528663539752834,0.000694803182027498,-0.0528663539752833,0.0694803182027498
"70","2017","Summer",7,-0.000286882404216382,0.000247133141104393,-0.0286882404216382,0.0247133141104393
"71","2017","Winter",2,-0.000183256739417622,2.21844370320555e-05,-0.0183256739417622,0.00221844370320555
"72","2018","Fall",4,-0.000355247723924113,0.000262008859691782,-0.0355247723924113,0.0262008859691782
"73","2018","Spring",7,-0.00038260867638381,0.000349609004508918,-0.038260867638381,0.0349609004508918
"74","2018","Summer",7,-0.000301914776759204,0.000469236238326409,-0.0301914776759204,0.0469236238326409
"75","2018","Winter",4,-0.000128313847920645,0.000281736279895483,-0.0128313847920645,0.0281736279895483
"76","2019","Fall",2,-0.00143962259492266,0.00119830521035895,-0.143962259492266,0.119830521035895
"77","2019","Spring",2,-0.00112519867830294,0.00149485078201739,-0.112519867830294,0.149485078201739
"78","2019","Summer",8,-0.000293526451510032,0.000319563711282305,-0.0293526451510032,0.0319563711282305
"79","2019","Winter",1,-0.00022024468135318,NA,-0.022024468135318,NA
"80","2020","Fall",3,-0.000597430704680577,0.000804190784203352,-0.0597430704680577,0.0804190784203352
"81","2020","Spring",6,-0.000508279093697858,0.000862565498519658,-0.0508279093697858,0.0862565498519658
"82","2020","Summer",9,-0.000324399598955024,0.000391941366394543,-0.0324399598955024,0.0391941366394543
"83","2020","Winter",1,-0.000676058109552839,NA,-0.0676058109552839,NA
